856
0 0 255
8950.71,-1.66413
8953.55,12.5541
8956.4,26.7723
8956.4,40.9905
8956.4,52.365
8956.4,66.5832
8962.08,86.4887
8964.93,100.707
8967.77,120.612
8976.3,137.674
8976.3,154.736
8981.99,171.798
8987.68,186.016
8990.52,197.391
8993.36,208.765
8996.21,225.827
9001.89,237.202
9001.89,248.576
9004.74,262.794
9001.89,274.169
8984.83,279.856
8976.3,288.387
8973.46,296.918
8964.93,299.762
8956.4,291.231
8950.71,279.856
8945.02,268.482
8936.49,254.263
8930.8,240.045
8925.12,217.296
8916.58,197.391
8916.58,186.016
8905.21,157.58
8896.68,134.831
8888.15,126.3
8882.46,117.769
8873.93,109.238
8862.56,100.707
8856.87,95.0196
8848.34,77.9578
8839.81,66.5832
8836.96,55.2086
8834.12,43.8341
8831.28,23.9286
8831.28,12.5541
8828.43,1.17951
8808.53,1.17951
8791.46,1.17951
8780.09,1.17951
8763.03,-1.66413
8737.44,-7.35141
8723.22,-10.195
8706.16,-10.195
8672.03,-10.195
8654.97,-13.0387
8418.95,-10.195
8401.89,-7.35141
8387.67,-7.35141
8370.61,-1.66413
8356.39,1.17951
8342.17,4.02315
8330.8,9.71042
8316.58,15.3977
8305.2,18.2413
8290.98,26.7723
8282.45,32.4595
8268.24,40.9905
8259.71,46.6777
8248.33,55.2086
8242.64,60.8959
8234.11,69.4268
8225.58,77.9578
8217.05,83.645
8211.36,95.0196
8202.83,103.551
8197.14,117.769
8188.61,129.143
8185.77,137.674
8180.08,149.049
8177.24,157.58
8171.55,171.798
8165.86,183.172
8157.33,197.391
8148.8,205.922
8140.27,214.452
8131.74,228.671
8126.05,237.202
8114.68,245.732
8100.46,248.576
8083.4,254.263
8066.34,254.263
8052.12,259.951
8040.74,262.794
8026.53,268.482
8012.31,277.012
8006.62,285.543
7998.09,294.074
7992.4,308.293
7989.56,319.667
7989.56,331.042
7989.56,345.26
7978.18,359.478
7969.65,370.853
7955.44,379.383
7946.9,387.914
7941.22,396.445
7941.22,407.82
7941.22,419.194
7949.75,427.725
7969.65,433.413
7983.87,439.1
7998.09,441.944
8012.31,436.256
8020.84,430.569
8020.84,419.194
8026.53,407.82
8026.53,396.445
8032.21,385.071
8037.9,373.696
8040.74,359.478
8046.43,345.26
8054.96,325.354
8057.81,311.136
8060.65,302.605
8069.18,291.231
8080.56,288.387
8094.77,285.543
8114.68,288.387
8123.21,299.762
8123.21,316.823
8123.21,333.885
8126.05,348.103
8126.05,359.478
8131.74,370.853
8140.27,385.071
8145.96,396.445
8154.49,407.82
8163.02,419.194
8168.71,427.725
8168.71,441.944
8168.71,453.318
8168.71,467.536
8165.86,481.754
8160.18,493.129
8151.65,504.504
8134.58,513.034
8111.84,513.034
8097.62,510.191
8083.4,504.504
8072.02,504.504
8060.65,510.191
8054.96,518.722
8046.43,527.253
8040.74,532.94
8032.21,538.627
8023.68,547.158
8018,558.533
8009.46,569.907
8003.78,581.282
7998.09,592.656
7998.09,604.031
7992.4,618.249
7992.4,632.467
7995.25,643.842
8003.78,658.06
8023.68,669.435
8032.21,683.653
8035.06,695.027
8035.06,706.402
8035.06,717.776
8032.21,731.995
8026.53,743.369
8020.84,751.9
8018,763.275
8015.15,771.806
8015.15,783.18
8018,797.398
8026.53,808.773
8032.21,820.148
8040.74,834.366
8043.59,845.74
8043.59,862.802
8043.59,877.02
8043.59,888.395
8043.59,899.769
8043.59,911.144
8040.74,922.518
8032.21,933.893
8029.37,948.111
8029.37,959.486
8037.9,970.86
8049.28,970.86
8063.49,970.86
8074.87,970.86
8091.93,970.86
8106.15,970.86
8123.21,968.017
8137.43,962.329
8148.8,959.486
8163.02,959.486
8174.4,956.642
8182.93,953.799
8194.3,953.799
8211.36,953.799
8225.58,953.799
8239.8,956.642
8251.17,956.642
8265.39,956.642
8276.77,956.642
8290.98,956.642
8299.52,948.111
8299.52,936.737
8299.52,925.362
8299.52,913.988
8299.52,902.613
8299.52,891.238
8302.36,879.864
8308.05,888.395
8308.05,905.457
8313.73,916.831
8319.42,931.049
8325.11,942.424
