716
0 0 255
28527,5026.05
28504,5031.82
28469.4,5031.82
28440.5,5020.29
28417.5,5014.52
28394.4,5002.99
28377.1,4991.46
28354.1,4979.93
28331,4956.87
28307.9,4945.34
28284.9,4945.34
28244.5,4933.81
28221.5,4928.04
28186.9,4910.75
28146.5,4904.98
28094.6,4881.92
28071.6,4876.15
28037,4870.39
27973.5,4870.39
27944.7,4870.39
27898.6,4881.92
27869.8,4904.98
27829.4,4916.51
27783.3,4922.28
27748.7,4922.28
27731.4,4904.98
27714.1,4893.45
27696.8,4881.92
27673.7,4876.15
27650.7,4870.39
27616.1,4870.39
27587.3,4870.39
27541.1,4870.39
27495,4876.15
27460.4,4893.45
27425.8,4922.28
27402.8,4939.57
27373.9,4968.4
27350.9,4985.7
27327.8,5002.99
27304.8,5020.29
27287.5,5031.82
27241.3,5054.88
27224.1,5066.41
27212.5,5083.71
27195.2,5106.77
27195.2,5129.83
27183.7,5158.66
27177.9,5181.72
27166.4,5216.31
27160.6,5245.14
27143.3,5273.96
27131.8,5297.02
27114.5,5325.85
27103,5348.91
27085.7,5389.27
27079.9,5412.33
27068.4,5435.39
27045.3,5464.22
27028,5498.81
27016.5,5521.87
27010.7,5544.93
26999.2,5562.23
26999.2,5591.06
26999.2,5614.12
26999.2,5637.18
26999.2,5660.24
27005,5689.07
27010.7,5706.36
27010.7,5729.42
27016.5,5752.49
27016.5,5775.55
27016.5,5810.14
27016.5,5833.2
27033.8,5838.97
27056.9,5838.97
27074.2,5827.43
27097.2,5815.9
27120.3,5804.37
27149.1,5787.08
27177.9,5764.02
27189.5,5752.49
27218.3,5717.89
27235.6,5694.83
27264.4,5689.07
27293.2,5683.3
27316.3,5683.3
27339.4,5683.3
27362.4,5700.6
27368.2,5723.66
27379.7,5752.49
27339.4,5764.02
27316.3,5764.02
27293.2,5769.78
27264.4,5781.31
27247.1,5798.61
27229.8,5810.14
27218.3,5821.67
27201,5844.73
27177.9,5862.03
27154.9,5885.09
27149.1,5908.15
27149.1,5931.21
27149.1,5954.27
27177.9,5971.57
27206.8,5977.33
27229.8,5977.33
27252.9,5971.57
27270.2,5954.27
27293.2,5942.74
27316.3,5931.21
27333.6,5913.91
27350.9,5896.62
27362.4,5885.09
27391.2,5873.56
27408.5,5890.85
27408.5,5913.91
27408.5,5936.98
27414.3,5960.04
27425.8,5983.1
27437.4,6006.16
27454.7,6017.69
27472,6029.22
27506.6,6046.52
27518.1,6069.58
27506.6,6081.11
27483.5,6081.11
27454.7,6075.34
27431.6,6063.81
27414.3,6052.28
27391.2,6052.28
27373.9,6069.58
27356.7,6092.64
27339.4,6115.7
27322.1,6121.47
27293.2,6133
27275.9,6150.29
27258.6,6161.82
27235.6,6184.89
27206.8,6202.18
27189.5,6213.71
27172.2,6225.24
27154.9,6242.54
27137.6,6259.83
27126,6271.37
27120.3,6294.43
27108.7,6317.49
27097.2,6329.02
27068.4,6329.02
27039.6,6329.02
26999.2,6323.25
26941.5,6311.72
26912.7,6300.19
26883.9,6311.72
26866.6,6329.02
26866.6,6375.14
26866.6,6409.73
26878.1,6432.79
26901.2,6455.86
26912.7,6473.15
26924.3,6490.45
26953.1,6513.51
26976.1,6542.34
26999.2,6576.93
27016.5,6588.46
27045.3,6594.22
27068.4,6594.22
27097.2,6594.22
27126,6588.46
27137.6,6617.29
27114.5,6628.82
27085.7,6634.58
27068.4,6651.88
27062.6,6669.17
27062.6,6698
27045.3,6721.06
27028,6732.59
27010.7,6749.89
26993.4,6772.95
26958.8,6767.18
26941.5,6749.89
26924.3,6732.59
26912.7,6715.3
26889.7,6692.24
26872.4,6669.17
26855.1,6651.88
26837.8,6628.82
26826.2,6617.29
26814.7,6605.76
26803.2,6588.46
26785.9,6565.4
26785.9,6542.34
26785.9,6513.51
26768.6,6484.68
26757.1,6467.39
26739.8,6444.33
26728.2,6427.03
26705.2,6427.03
26676.3,6432.79
26630.2,6525.04
26601.4,6605.76
26584.1,6617.29
26566.8,6634.58
26555.3,6651.88
26543.7,6680.7
26543.7,6703.77
26538,6726.83
26526.4,6744.12
26509.1,6772.95
26497.6,6801.78
26486.1,6824.84
26486.1,6853.66
26486.1,6882.49
26491.9,6905.55
26491.9,6928.61
26503.4,6951.68
26520.7,6974.74
26543.7,6992.03
26566.8,7003.56
26601.4,7003.56
26624.5,7003.56
26647.5,7003.56
26670.6,7003.56
26693.6,6997.8
26722.5,6980.5
26745.5,6957.44
26768.6,6940.15
26797.4,6922.85
26832,6899.79
26849.3,6888.26
26872.4,6876.73
26901.2,6870.96
26924.3,6870.96
26947.3,6870.96
26964.6,6882.49
26964.6,6905.55
26941.5,6917.08
26918.5,6928.61
26895.4,6945.91
26883.9,6957.44
26878.1,6980.5
26878.1,7003.56
26889.7,7032.39
26901.2,7049.69
26918.5,7072.75
26924.3,7095.81
26930,7118.87
26947.3,7141.93
26958.8,7164.99
26970.4,7188.05
26981.9,7205.35
26987.7,7228.41
26964.6,7228.41
26941.5,7228.41
26918.5,7222.65
26895.4,7205.35
26872.4,7182.29
26855.1,7164.99
26843.5,7147.7
26826.2,7136.17
26791.7,7136.17
26757.1,7159.23
26734,7159.23
26705.2,7164.99
26687.9,7176.52
26659,7193.82
26641.8,7211.12
26618.7,7234.18
26607.2,7251.47
26589.9,7274.53
26589.9,7297.6
26601.4,7326.42
26607.2,7349.48
26618.7,7372.54
26618.7,7401.37
26630.2,7424.43
26630.2,7447.49
26636,7476.32
26636,7499.38
